,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault,Insult to modesty,Cruelty by Husband or his Relatives,Importation of Girls
0,2001,0,0,0,0,0,0,0
1,2002,1,0,0,1,0,0,0
2,2003,2,0,0,1,0,1,0
3,2004,0,0,0,0,0,1,0
4,2005,0,0,0,0,0,0,0
5,2006,0,0,0,0,0,1,0
6,2007,1,0,0,2,0,2,0
7,2008,2,1,0,0,0,1,0
8,2009,1,0,0,0,0,0,0
9,2010,0,0,0,0,0,0,0
10,2011,0,0,0,0,0,0,0
11,2012,0,0,0,1,0,1,0
12,2013,2,0,0,1,0,0,0
13,2014,1,0,0,1,2,0,0
14,2015,0,0,0,6,1,2,0
